Controller Output Text File 
File Created on: 23/05/2019 09:03 
controller version: 1.1.0 
time, dcm0_0, dcm0_1, dcm0_2, dcm1_0, dcm1_1, dcm1_2, dcm2_0, dcm2_1, dcm2_2, acc_norm_f, pqr_f.x, pqr_f.y, pqr_f.z, Xg.x, Xg.y, Xg.z, Vg.x, Vg.y, Vg.z, Vb.x, Vb.y, Vb.z, Ag.x, Ag.y, Ag.z, Ab_f.x, Ab_f.y, Ab_f.z, rho, sph_f.v, sph_f.alpha, sph_f.beta, tether_force_b.vector_f.x, tether_force_b.vector_f.y, tether_force_b.vector_f.z, wind_g.vector.x, wind_g.vector.y, wind_g.vector.z, flaps[0], flaps[1], flaps[2], flaps[3], flaps[4], flaps[5], flaps[6], flaps[7], rotors[0], rotors[1], rotors[2], rotors[3], rotors[4], rotors[5], rotors[6], rotors[7]
0.1000,-0.8843,0.1784,0.4314,0.1488,-0.7682,0.6227,0.4425,0.6149,0.6528,-0.2223,1.4302,-0.4549,766.9799,-130.9940,-377.8689,-168.3811,-55.4720,4.9848,26.6001,61.5684,2.6282,-3.4624,195.1627,726.9649,147.2807,0.7362,-433.0650,633.0184,1.2250,55.8906,0.0689,-0.0169,-41633.4725,-48834.7256,120827.5317,-7.6604,-6.4279,0.0000,0.1745,0.1745,0.0000,0.0000,-0.5236,-0.5236,0.2618,-0.1471,211.4760,212.2245,213.0389,213.9195,221.7407,221.7395,221.7392,221.7391
0.1100,-0.8927,0.1742,0.4156,0.1406,-0.7684,0.6243,0.4281,0.6157,0.6615,-0.0925,2.0221,-0.5609,558.7974,-131.5653,-377.8409,-168.1416,-58.5267,2.3296,21.1197,61.6169,1.0158,-8.8981,187.9289,-193.3023,489.4604,14.6043,482.6693,281.1967,1.2250,55.7684,-0.0306,-0.0464,-37049.8421,-42815.0091,126939.3517,-7.6604,-6.4279,0.0000,-0.5236,-0.5236,0.0000,0.0000,0.1745,0.1745,0.2618,0.3840,221.7405,205.4526,189.1401,190.6367,186.9322,205.9183,221.7393,221.7391
0.1200,-0.8999,0.1698,0.4017,0.1347,-0.7679,0.6262,0.4149,0.6176,0.6682,0.1025,0.9316,-0.2182,887.7516,-132.1431,-377.8062,-167.9201,-56.4894,4.2237,24.6211,61.6160,2.3692,-3.5986,-388.2354,-237.9778,-762.0647,1.1611,-353.8376,-814.1870,1.2250,55.7128,0.0630,-0.0227,-32505.0313,-50881.7292,142824.7395,-7.6604,-6.4279,0.0000,0.1745,0.1745,0.0000,0.0000,-0.5236,-0.5236,0.2597,-0.0903,207.6318,208.0581,208.4999,208.9534,221.7394,221.7392,221.7392,221.7391
0.1300,-0.9001,0.1702,0.4011,0.1350,-0.7662,0.6283,0.4143,0.6196,0.6667,0.3667,-0.7520,-0.0798,541.5545,-132.6891,-377.7396,-167.6401,-53.2252,9.3810,30.1402,61.6599,2.4272,4.6395,-162.8895,-474.9757,-202.8456,-1.5519,210.5004,-498.9674,1.2250,56.8727,0.2082,-0.0210,-24259.6848,-54496.5595,165477.7400,-7.6604,-6.4279,0.0000,-0.5236,-0.5236,0.0000,0.0000,0.1745,0.1745,0.1108,0.3840,210.8606,169.1049,169.4429,169.7815,179.1239,221.7392,221.7392,221.7393
0.1400,-0.8961,0.1722,0.4091,0.1409,-0.7637,0.6301,0.4210,0.6222,0.6600,0.4666,-1.0959,0.2474,362.5524,-133.2205,-377.6484,-167.3359,-53.1932,7.9676,30.6839,61.7041,3.8451,3.5098,84.0188,346.4457,66.0339,1.3163,-209.0098,296.2388,1.2250,56.7624,0.1895,0.0045,-10362.7126,-68061.0846,188654.0133,-7.6604,-6.4279,0.0000,0.1745,0.1745,0.0000,0.0000,-0.5236,-0.5236,-0.1030,0.2945,189.4243,188.6067,187.8049,187.0135,221.7397,221.7394,221.7392,221.7391
0.1500,-0.8914,0.1761,0.4177,0.1459,-0.7610,0.6322,0.4291,0.6244,0.6526,0.4474,-1.0825,0.0436,317.2674,-133.7592,-377.5745,-167.0412,-54.4396,7.8346,28.1351,61.7432,2.0214,0.5772,56.4744,-240.5429,199.0185,-0.0281,317.2643,1.4138,1.2250,56.4207,0.1395,-0.0270,6632.8880,-68621.1098,204328.6729,-7.6604,-6.4279,0.0000,-0.5236,-0.5236,0.0000,0.0000,0.1745,0.1745,-0.0045,0.3840,211.0077,163.2137,163.0087,162.8038,172.3368,221.7392,221.7392,221.7392
0.1600,-0.8854,0.1782,0.4293,0.1543,-0.7586,0.6330,0.4385,0.6267,0.6442,0.3455,-1.7161,0.1460,412.7771,-134.2976,-377.4874,-166.7509,-53.0213,9.3165,30.4113,61.7171,2.5427,2.7259,-201.6021,-137.8405,-332.7786,11.3198,-139.8943,-388.1835,1.2250,56.8361,0.1784,-0.0170,23869.1136,-74698.1470,205786.9167,-7.6604,-6.4279,0.0000,0.1745,0.1745,0.0000,0.0000,-0.5236,-0.5236,-0.1745,0.1214,182.5692,182.0252,181.4851,180.9492,221.7402,221.7398,221.7395,221.7394
0.1700,-0.8767,0.1801,0.4461,0.1660,-0.7571,0.6319,0.4515,0.6280,0.6338,0.1854,-2.1132,-0.0827,235.3507,-134.8214,-377.3828,-166.4394,-52.0665,11.8041,31.0794,61.6383,1.2035,3.9310,6.3344,-197.2932,128.1610,19.5683,230.9917,-40.6188,1.2250,57.1859,0.2010,-0.0399,38510.5258,-72803.0339,199210.3872,-7.6604,-6.4279,0.0000,-0.5236,-0.5236,0.0000,0.0000,0.1745,0.1745,-0.1745,0.3840,190.5755,161.1464,161.5708,161.9950,195.5818,221.7404,221.7408,221.7411
0.1800,-0.8681,0.1798,0.4627,0.1788,-0.7564,0.6292,0.4631,0.6290,0.6245,0.0035,-1.7002,-0.0530,293.6757,-135.3454,-377.2720,-166.1342,-52.7924,10.0351,30.0415,61.5347,1.8148,0.6458,111.0351,233.1477,139.8526,10.0611,-68.4250,285.4159,1.2250,56.6605,0.1459,-0.0295,47963.9814,-77424.5633,187804.4990,-7.6604,-6.4279,0.0000,0.1745,0.1745,0.0000,0.0000,-0.5236,-0.5236,-0.1745,0.0131,181.8445,182.0382,182.2324,182.4295,221.7394,221.7395,221.7396,221.7397
0.1900,-0.8618,0.1775,0.4751,0.1892,-0.7566,0.6259,0.4706,0.6293,0.6185,-0.1938,-1.1594,-0.4488,296.1885,-135.8802,-377.1740,-165.8463,-54.1402,10.2236,27.3493,61.4642,-0.1348,-2.4084,101.0573,-132.8932,244.6517,2.8893,272.4532,116.1402,1.2250,56.4413,0.0934,-0.0645,51275.6027,-70957.6589,174659.9235,-7.6604,-6.4279,0.0000,-0.5236,-0.5236,0.0000,0.0000,0.1745,0.1745,-0.0509,0.3840,207.7188,161.8629,163.9899,166.1237,175.5804,221.7391,221.7394,221.7402
0.2000,-0.8579,0.1721,0.4841,0.1991,-0.7573,0.6220,0.4737,0.6300,0.6155,-0.3167,-0.8249,-0.4820,65.8760,-136.4221,-377.0724,-165.5736,-54.1953,9.8838,27.3506,61.4173,0.4194,-3.2570,1.9783,61.9755,-22.2434,0.1053,-60.6072,25.8148,1.2250,56.3881,0.0791,-0.0555,49550.9625,-70876.1766,161561.0631,-7.6604,-6.4279,0.0000,0.1745,0.1745,0.0000,0.0000,-0.5068,-0.5068,0.0121,0.2637,198.5405,180.0563,181.7556,183.5021,203.8561,221.7391,221.7392,221.7398
0.2100,-0.8560,0.1653,0.4898,0.2072,-0.7583,0.6181,0.4736,0.6306,0.6148,-0.3697,-0.3348,-0.7764,257.9543,-136.9669,-376.9725,-165.3058,-54.9606,10.4132,25.7550,61.4025,-0.7398,-4.6482,116.7265,-38.0267,226.8685,-0.3590,191.2057,173.1493,1.2250,56.4291,0.0547,-0.0771,45213.0855,-61925.5712,152894.0559,-7.6604,-6.4279,0.0000,-0.5236,-0.5236,0.0000,0.0000,0.1745,0.1745,0.1074,0.3840,219.0641,163.9883,167.3719,170.8093,162.1546,221.7415,221.7392,221.7405
0.2200,-0.8572,0.1571,0.4904,0.2129,-0.7590,0.6153,0.4688,0.6319,0.6172,-0.3537,0.3316,-0.7047,230.0650,-137.5218,-376.8771,-165.0539,-55.9839,8.5764,24.7324,61.4130,0.3258,-6.9126,98.9021,184.4428,95.5465,-0.7114,-64.0746,220.9611,1.2250,56.3203,0.0142,-0.0595,38637.7987,-61770.6430,148163.4640,-7.6604,-6.4279,0.0000,0.1745,0.1745,0.0000,0.0000,-0.5236,-0.5236,0.0827,0.1458,208.5010,192.8682,194.7591,196.7844,205.6927,221.7391,221.7391,221.7394
0.2300,-0.8613,0.1488,0.4857,0.2151,-0.7593,0.6141,0.4603,0.6334,0.6220,-0.3026,0.8398,-0.8996,182.4567,-138.0866,-376.7930,-164.8147,-56.9502,8.6801,22.8908,61.4559,-0.5681,-8.0936,67.0730,-55.6360,160.3006,4.0388,153.7700,98.1270,1.2250,56.4068,-0.0076,-0.0765,30806.4302,-56272.9626,150033.2648,-7.6604,-6.4279,0.0000,-0.5236,-0.5236,0.0000,0.0000,0.1745,0.1745,0.2618,0.3840,221.7405,177.3043,174.2231,177.6394,168.2010,217.1278,221.7391,221.7395
0.2400,-0.8672,0.1406,0.4776,0.2153,-0.7591,0.6143,0.4490,0.6356,0.6281,-0.1888,1.1108,-0.7118,101.4808,-138.6566,-376.7106,-164.5852,-57.0381,7.7340,23.0758,61.4904,0.7758,-7.9984,0.2621,95.6711,-33.8427,5.1729,-94.1001,37.6398,1.2250,56.3134,-0.0070,-0.0538,21243.1804,-60836.7103,156183.7583,-7.6604,-6.4279,0.0000,0.1745,0.1745,0.0000,0.0000,-0.3957,-0.3957,0.2618,0.3294,221.7411,192.7996,194.5930,196.5282,191.1446,221.7393,221.7391,221.7392
0.2500,-0.8738,0.1338,0.4675,0.2133,-0.7584,0.6159,0.4369,0.6379,0.6342,-0.0693,1.2586,-0.7635,92.3763,-139.2281,-376.6326,-164.3573,-57.2891,8.1777,22.2561,61.5299,0.3293,-7.6294,19.8246,-44.6952,78.3754,7.3865,86.5455,31.4434,1.2250,56.3175,-0.0016,-0.0626,9455.4009,-58943.2802,166151.4448,-7.6604,-6.4279,0.0000,-0.2583,-0.2583,0.0000,0.0000,0.0583,0.0583,0.2618,0.3840,221.7404,187.9870,190.0333,192.2400,186.3680,221.7394,221.7391,221.7392
0.2600,-0.8805,0.1282,0.4563,0.2103,-0.7571,0.6185,0.4248,0.6405,0.6397,0.0475,1.2714,-0.4920,104.5922,-139.8005,-376.5554,-164.1323,-57.1602,7.2634,22.8086,61.5477,1.7812,-6.9989,-22.7114,74.8124,-69.4754,6.2152,-104.0577,-8.5383,1.2250,56.1952,0.0084,-0.0374,-4722.4186,-65912.5895,175567.6596,-7.6604,-6.4279,0.0000,0.1405,0.1405,0.0000,0.0000,-0.3405,-0.3405,0.2618,0.3840,221.7391,195.5296,196.7027,197.9463,194.1359,221.7393,221.7391,221.7391
0.2700,-0.8865,0.1244,0.4457,0.2064,-0.7557,0.6216,0.4141,0.6430,0.6442,0.1078,1.0935,-0.4988,98.5666,-140.3712,-376.4799,-163.9042,-56.9971,8.1498,22.6124,61.5747,1.2896,-5.7700,-29.6706,-93.7842,-6.2891,4.3386,63.1340,-75.5689,1.2250,56.1955,0.0292,-0.0465,-20756.7542,-65980.5465,184572.3236,-7.6604,-6.4279,0.0000,-0.1665,-0.1665,0.0000,0.0000,-0.0335,-0.0335,0.2618,0.3840,221.7391,189.4841,190.8120,192.2093,187.6895,221.7392,221.7391,221.7391
0.2800,-0.8911,0.1218,0.4372,0.2033,-0.7541,0.6245,0.4058,0.6454,0.6472,0.1613,0.7756,-0.2278,138.6662,-140.9382,-376.3994,-163.6717,-56.4220,7.9571,23.8870,61.5866,2.5432,-4.2389,-56.1668,10.2076,-126.3702,0.8493,-96.0943,-99.9675,1.2250,56.1712,0.0557,-0.0244,-36613.4881,-73832.3090,188975.8940,-7.6604,-6.4279,0.0000,0.1745,0.1745,0.0000,0.0000,-0.3961,-0.3961,0.1602,0.3840,216.3983,195.0489,195.6229,196.2117,199.8475,221.7391,221.7391,221.7393
0.2900,-0.8939,0.1206,0.4318,0.2013,-0.7527,0.6269,0.4006,0.6472,0.6486,0.1477,0.3986,-0.2491,119.4705,-141.5005,-376.3149,-163.4308,-56.0629,9.2032,24.0835,61.6134,1.9013,-2.8172,-37.8908,-108.5718,-32.3982,-0.9582,56.1840,-105.4307,1.2250,56.2774,0.0804,-0.0358,-50520.9865,-72932.5079,189169.5912,-7.6604,-6.4279,0.0000,-0.1488,-0.1488,0.0000,0.0000,-0.0512,-0.0512,0.2618,0.3840,216.5676,185.5196,186.2689,187.0341,189.6249,221.7391,221.7391,221.7391
0.3000,-0.8949,0.1199,0.4297,0.2011,-0.7514,0.6284,0.3983,0.6488,0.6484,0.1595,0.0131,-0.0492,122.1236,-142.0583,-376.2227,-163.1837,-55.5232,9.2467,25.2994,61.6262,2.8075,-1.6463,-50.2832,-12.4987,-110.5873,-1.5583,-68.3892,-101.1665,1.2250,56.3613,0.1011,-0.0196,-59706.2665,-77631.1433,183090.1635,-7.6604,-6.4279,0.0000,-0.0153,-0.0153,0.0000,0.0000,-0.1847,-0.1847,0.0241,0.3840,210.0807,187.3147,187.4639,187.6136,199.2299,221.7408,221.7391,221.7391
0.3100,-0.8943,0.1198,0.4311,0.2027,-0.7504,0.6291,0.3989,0.6500,0.6468,0.1054,-0.3490,-0.1567,119.5632,-142.6119,-376.1244,-162.9296,-55.2243,10.6402,25.3172,61.6433,1.8569,-0.7377,-32.3818,-113.9500,-16.1917,-0.6012,71.1097,-96.1166,1.2250,56.5207,0.1173,-0.0363,-64038.2574,-72340.6584,174575.5811,-7.6604,-6.4279,0.0000,-0.1994,-0.1994,0.0000,0.0000,-0.0006,-0.0006,0.1607,0.3840,206.3892,181.5385,182.0690,182.6049,197.4988,221.7391,221.7391,221.7392
0.3200,-0.8923,0.1193,0.4354,0.2066,-0.7496,0.6288,0.4014,0.6510,0.6442,0.0892,-0.6359,-0.0613,76.2415,-143.1620,-376.0174,-162.6719,-54.8115,10.7703,26.1711,61.6383,2.4274,-0.2342,-34.2673,-14.6185,-66.5192,0.8547,-36.4356,-66.9662,1.2250,56.6032,0.1266,-0.0261,-63378.8253,-72935.0846,164590.1790,-7.6604,-6.4279,0.0000,0.0627,0.0627,0.0000,0.0000,-0.2627,-0.2627,-0.0166,0.3840,201.7612,181.9115,182.1224,182.3341,202.9867,221.7391,221.7392,221.7392
0.3300,-0.8892,0.1183,0.4419,0.2123,-0.7490,0.6276,0.4052,0.6519,0.6409,0.0178,-0.8169,-0.2514,91.9049,-143.7095,-375.9045,-162.4115,-54.7255,11.9897,25.7095,61.6269,1.3077,-0.1781,-9.3873,-86.1890,30.4933,2.4090,83.3251,-38.6994,1.2250,56.7037,0.1282,-0.0459,-60047.0108,-65264.5660,157744.0696,-7.6604,-6.4279,0.0000,-0.1151,-0.1151,0.0000,0.0000,-0.0849,-0.0849,0.0682,0.3430,199.7224,177.9577,178.8815,179.8175,201.1019,221.7392,221.7392,221.7395
0.3400,-0.8857,0.1162,0.4494,0.2193,-0.7485,0.6258,0.4091,0.6529,0.6375,-0.0086,-0.8775,-0.2260,16.4789,-144.2560,-375.7854,-162.1527,-54.5944,11.8653,25.9998,61.5952,1.7487,-0.5371,-5.3549,11.1544,-10.8838,2.7366,-16.0772,-2.3638,1.2250,56.6870,0.1226,-0.0383,-54596.2051,-65475.5267,153646.9383,-7.6604,-6.4279,0.0000,0.1652,0.1652,0.0000,0.0000,-0.3652,-0.3652,0.0269,0.2873,196.6247,180.3026,181.1085,181.9246,206.4483,221.7392,221.7392,221.7394
0.3500,-0.8822,0.1132,0.4570,0.2271,-0.7481,0.6236,0.4125,0.6539,0.6342,-0.0758,-0.8272,-0.4479,84.6697,-144.8028,-375.6633,-161.8965,-54.7809,12.7356,25.0746,61.5631,0.6697,-1.1925,17.0747,-46.1049,68.9329,2.8996,81.4977,22.7743,1.2250,56.7126,0.1118,-0.0577,-48411.4257,-59157.2410,154615.5575,-7.6604,-6.4279,0.0000,-0.2113,-0.2113,0.0000,0.0000,0.0113,0.0113,0.0571,0.3327,201.8991,173.8378,175.5828,177.3572,194.6533,221.7391,221.7393,221.7401
0.3600,-0.8792,0.1090,0.4638,0.2350,-0.7476,0.6212,0.4144,0.6552,0.6317,-0.0936,-0.6775,-0.4286,54.0724,-145.3512,-375.5384,-161.6459,-54.9196,12.2773,24.9811,61.5243,1.2029,-2.0653,20.8867,44.2319,23.0457,1.5825,-15.6929,51.7209,1.2250,56.6336,0.0970,-0.0489,-40959.0600,-61701.3661,158349.6401,-7.6604,-6.4279,0.0000,0.0956,0.0956,0.0000,0.0000,-0.2956,-0.2956,-0.0156,0.2938,201.9319,178.0317,179.5828,181.1702,198.5998,221.7391,221.7392,221.7397
0.3700,-0.8771,0.1039,0.4689,0.2424,-0.7471,0.6189,0.4147,0.6565,0.6301,-0.1329,-0.4596,-0.6191,89.6007,-145.9022,-375.4139,-161.4011,-55.3155,12.7850,23.8333,61.4989,0.3462,-3.0087,35.3540,-7.1623,82.0188,1.2659,62.8734,63.8250,1.2250,56.6407,0.0808,-0.0647,-32617.5078,-58247.6870,166078.1636,-7.6604,-6.4279,0.0000,-0.2185,-0.2185,0.0000,0.0000,0.0185,0.0185,0.1166,0.2817,206.0934,176.0245,178.2961,180.6363,192.0242,221.7391,221.7392,221.7402
0.3800,-0.8761,0.0983,0.4720,0.2488,-0.7465,0.6172,0.4130,0.6581,0.6296,-0.1238,-0.2037,-0.5517,79.4681,-146.4568,-375.2900,-161.1635,-55.6037,12.0583,23.6385,61.4768,1.0922,-3.9196,31.8983,67.5378,27.1352,0.0593,-29.4240,73.8200,1.2250,56.5603,0.0649,-0.0522,-22739.6564,-63657.0461,174611.7672,-7.6604,-6.4279,0.0000,0.0348,0.0348,0.0000,0.0000,-0.2348,-0.2348,0.0033,0.2698,207.7192,181.4111,183.2476,185.1520,195.5052,221.7392,221.7392,221.7396
0.3900,-0.8763,0.0924,0.4728,0.2537,-0.7458,0.6160,0.4095,0.6598,0.6301,-0.1289,0.0493,-0.6734,75.3597,-147.0149,-375.1685,-160.9320,-56.0286,12.3581,22.5629,61.4741,0.4955,-4.6583,33.9216,13.1292,66.0002,0.6289,36.8858,65.7124,1.2250,56.5816,0.0518,-0.0635,-11721.3240,-62731.1434,184463.6343,-7.6604,-6.4279,0.0000,-0.0921,-0.0921,0.0000,0.0000,-0.1079,-0.1079,0.2076,0.2150,209.3622,182.9061,185.0565,187.3121,195.1616,221.7391,221.7392,221.7397
0.4000,-0.8776,0.0866,0.4714,0.2572,-0.7449,0.6156,0.4045,0.6615,0.6315,-0.0886,0.2719,-0.5415,73.4889,-147.5764,-375.0493,-160.7062,-56.2665,11.5683,22.5356,61.4721,1.4196,-5.1733,22.6489,69.6840,5.6380,0.3252,-46.2183,57.1347,1.2250,56.5178,0.0424,-0.0479,178.8579,-69764.7371,191619.5427,-7.6604,-6.4279,0.0000,0.0176,0.0176,0.0000,0.0000,-0.2176,-0.2176,0.0786,0.2753,212.4094,186.1357,187.7609,189.4590,195.0241,221.7391,221.7391,221.7393
0.4100,-0.8798,0.0812,0.4684,0.2592,-0.7440,0.6159,0.3985,0.6633,0.6335,-0.0682,0.4340,-0.6003,38.1282,-148.1405,-374.9326,-160.4845,-56.5421,11.8831,21.7343,61.4859,0.9818,-5.3957,16.5019,10.8576,32.6122,1.2915,14.8934,35.0753,1.2250,56.5428,0.0381,-0.0562,11765.1704,-69192.2048,196442.8429,-7.6604,-6.4279,0.0000,0.0270,0.0270,0.0000,0.0000,-0.2270,-0.2270,0.2435,0.2383,212.8802,187.5195,189.2617,191.0959,195.9188,221.7391,221.7391,221.7393
0.4200,-0.8824,0.0766,0.4641,0.2600,-0.7429,0.6169,0.3921,0.6650,0.6356,-0.0135,0.5256,-0.4287,57.8631,-148.7062,-374.8174,-160.2656,-56.5985,11.2434,21.9996,61.4929,1.9431,-5.3504,2.9054,51.9599,-25.2956,1.0279,-55.2001,17.3215,1.2250,56.4906,0.0385,-0.0398,21722.0784,-75055.4204,195725.9754,-7.6604,-6.4279,0.0000,0.0081,0.0081,0.0000,0.0000,-0.2081,-0.2081,0.1283,0.3234,214.9695,188.8504,190.0647,191.3274,194.9585,221.7391,221.7391,221.7392
0.4300,-0.8852,0.0727,0.4594,0.2599,-0.7418,0.6182,0.3857,0.6667,0.6378,0.0070,0.5376,-0.4621,8.6615,-149.2725,-374.7029,-160.0477,-56.6600,11.7524,21.5144,61.5112,1.5079,-5.0442,-4.0441,-7.6248,-0.7277,1.3173,4.8769,-7.0358,1.2250,56.5185,0.0434,-0.0479,28926.5920,-72076.3104,191876.4758,-7.6604,-6.4279,0.0000,0.0296,0.0296,0.0000,0.0000,-0.2296,-0.2296,0.2102,0.3244,215.1238,188.0402,189.3639,190.7434,193.9525,221.7391,221.7391,221.7392
