Controller Output Text File 
File Created on: 21/05/2019 15:28 
controller version: 1.1.0 
time, dcm0_0, dcm0_1, dcm0_2, dcm1_0, dcm1_1, dcm1_2, dcm2_0, dcm2_1, dcm2_2, acc_norm_f, pqr_f.x, pqr_f.y, pqr_f.z, Xg.x, Xg.y, Xg.z, Vg.x, Vg.y, Vg.z, Vb.x, Vb.y, Vb.z, Ag.x, Ag.y, Ag.z, Ab_f.x, Ab_f.y, Ab_f.z, rho, sph_f.v, sph_f.alpha, sph_f.beta, tether_force_b.vector_f.x, tether_force_b.vector_f.y, tether_force_b.vector_f.z, wind_g.vector.x, wind_g.vector.y, wind_g.vector.z, flaps[0], flaps[1], flaps[2], flaps[3], flaps[4], flaps[5], flaps[6], flaps[7], rotors[0], rotors[1], rotors[2], rotors[3], rotors[4], rotors[5], rotors[6], rotors[7]
0.1000,-0.8716,0.1714,0.4593,0.1714,-0.7712,0.6131,0.4593,0.6131,0.6427,-0.0175,-0.1727,-0.5886,492.9145,-130.9659,-377.8159,-168.3448,-54.7250,6.2941,27.7252,61.5105,2.7630,-3.4571,121.1018,-322.5650,352.4923,1.0632,485.6311,84.4155,1.2250,56.0857,0.0714,0.0157,-36149.4760,-45893.3695,116758.3368,-7.6604,-6.4279,0.0000,-0.5236,-0.5236,0.0000,0.0000,0.1745,0.1745,0.1524,0.3840,221.7391,163.7692,166.3214,168.9083,157.3539,221.7391,221.7391,221.7394
0.1100,-0.8714,0.1768,0.4576,0.1672,-0.7699,0.6159,0.4612,0.6132,0.6413,0.0785,-0.2612,-0.6562,513.1429,-131.5113,-377.7476,-168.0657,-54.6458,8.4129,27.1269,61.5192,1.0919,-2.6461,-61.4687,425.7079,-279.8393,0.7699,-510.3742,53.2284,1.2250,56.2471,0.0898,0.0551,-29791.7731,-43853.5189,126667.5061,-7.6604,-6.4279,0.0000,0.1745,0.1745,0.0000,0.0000,-0.5236,-0.5236,0.0177,-0.2792,194.4583,196.0955,197.8558,199.7297,221.7393,221.7391,221.7392,221.7397
0.1200,-0.8714,0.1823,0.4555,0.1633,-0.7678,0.6195,0.4627,0.6142,0.6393,0.3453,-0.1204,-0.2358,423.8791,-132.0588,-377.6639,-167.7963,-54.7054,7.1344,27.5179,61.5038,2.6395,-3.3360,14.1295,-382.8495,181.3838,0.5293,408.6339,-112.6566,1.2250,56.1640,0.0814,0.0371,-22692.5504,-53971.1925,147484.4177,-7.6604,-6.4279,0.0000,-0.5236,-0.5236,0.0000,0.0000,0.1745,0.1745,0.1666,0.3840,219.5364,173.2008,174.0881,174.9871,171.5986,221.7395,221.7391,221.7391
0.1300,-0.8714,0.1824,0.4554,0.1654,-0.7648,0.6227,0.4618,0.6180,0.6363,0.5693,0.1082,0.0321,193.8711,-132.6076,-377.6027,-167.5200,-55.1691,6.0518,27.1203,61.5291,3.1366,-4.4830,-60.9857,101.0416,-153.8094,1.5282,-183.1400,-63.5878,1.2250,56.1100,0.0605,0.0258,-12761.1516,-55946.5312,169665.9013,-7.6604,-6.4279,0.0000,-0.0764,-0.0764,0.0000,0.0000,-0.1236,-0.1236,0.0926,0.3840,210.2732,191.0787,190.9862,190.8954,202.8945,221.7395,221.7406,221.7391
0.1400,-0.8717,0.1802,0.4556,0.1696,-0.7614,0.6256,0.4596,0.6227,0.6332,0.6192,0.1537,0.4216,237.3329,-133.1585,-377.5457,-167.2459,-54.8609,4.8807,28.1813,61.5444,4.6082,-4.3326,59.5044,-152.1797,172.1263,-0.8622,233.6603,41.5812,1.2250,56.1244,0.0609,-0.0077,715.9383,-66793.7544,188814.7843,-7.6604,-6.4279,0.0000,-0.5236,-0.5236,0.0000,0.0000,0.1745,0.1745,0.2219,0.3840,221.6097,179.7641,178.3319,176.9403,176.3002,221.7391,221.7391,221.7392
0.1500,-0.8717,0.1762,0.4572,0.1757,-0.7587,0.6273,0.4574,0.6272,0.6304,0.4584,0.1503,0.2476,329.1971,-133.7069,-377.4928,-166.9650,-54.9948,6.3307,27.3768,61.5732,2.7080,-3.9257,-55.1966,253.5253,-202.6055,0.1431,-329.1418,6.0360,1.2250,56.1499,0.0645,0.0151,15816.9686,-66173.0926,201635.1097,-7.6604,-6.4279,0.0000,0.1745,0.1745,0.0000,0.0000,-0.5236,-0.5236,0.0734,0.0352,201.8117,201.1876,200.5815,199.9936,221.7391,221.7405,221.7391,221.7391
0.1600,-0.8722,0.1731,0.4575,0.1795,-0.7568,0.6285,0.4551,0.6303,0.6290,0.2933,0.2366,0.3229,153.3981,-134.2579,-377.4298,-166.6931,-55.1041,5.7612,27.3784,61.5844,2.9572,-4.2251,1.0840,-143.2657,54.8154,-0.6686,143.0742,-55.3199,1.2250,56.1164,0.0566,0.0033,29671.6535,-73450.2683,203504.7919,-7.6604,-6.4279,0.0000,-0.5236,-0.5236,0.0000,0.0000,0.1745,0.1745,0.2417,0.3840,213.5412,190.1645,189.2396,188.3431,198.6830,221.7398,221.7391,221.7392
0.1700,-0.8729,0.1695,0.4575,0.1827,-0.7560,0.6286,0.4524,0.6323,0.6289,0.1120,0.2860,0.0781,233.9123,-134.8103,-377.3717,-166.4221,-55.4731,6.4958,26.4035,61.6036,1.5544,-4.3810,-41.6138,178.0497,-145.8820,-0.2337,-233.9036,2.0059,1.2250,56.1268,0.0509,0.0210,39928.8930,-73352.8942,199677.1712,-7.6604,-6.4279,0.0000,0.1745,0.1745,0.0000,0.0000,-0.5236,-0.5236,0.0825,-0.1035,202.4125,202.2253,202.0399,201.8564,221.7392,221.7391,221.7391,221.7391
0.1800,-0.8740,0.1675,0.4561,0.1831,-0.7559,0.6285,0.4501,0.6328,0.6300,-0.0609,0.2193,0.0482,63.0495,-135.3642,-377.3062,-166.1567,-55.2506,6.4049,26.8636,61.6154,1.9250,-3.8920,26.9140,-10.5013,56.0411,0.2810,48.0893,40.7747,1.2250,56.1352,0.0585,0.0120,45364.0742,-78200.2449,190140.4802,-7.6604,-6.4279,0.0000,-0.3267,-0.3267,0.0000,0.0000,0.1267,0.1267,0.2084,0.2138,204.6696,197.7261,197.6032,197.4810,215.2829,221.7408,221.7391,221.7391
0.1900,-0.8750,0.1674,0.4542,0.1812,-0.7568,0.6280,0.4489,0.6318,0.6319,-0.2842,0.1377,-0.4121,298.1556,-135.9174,-377.2348,-165.8921,-55.5214,8.3405,25.6444,61.6268,-0.2649,-3.4485,-42.9513,239.7745,-171.9307,-0.3557,-297.2220,23.5743,1.2250,56.2709,0.0666,0.0531,45790.2626,-70911.0133,176595.5174,-7.6604,-6.4279,0.0000,0.1745,0.1745,0.0000,0.0000,-0.5236,-0.5236,0.0560,-0.3840,194.0961,195.1390,196.2302,207.0158,221.7392,221.7391,221.7391,212.2278
0.2000,-0.8764,0.1704,0.4505,0.1754,-0.7581,0.6280,0.4485,0.6294,0.6345,-0.3672,0.0871,-0.5098,43.0299,-136.4727,-377.1503,-165.6361,-55.4809,8.3451,25.7193,61.6302,0.0939,-3.3114,8.9402,-30.7776,28.7121,-0.1456,42.9348,2.8565,1.2250,56.2718,0.0723,0.0562,42350.4702,-70489.5118,162744.8837,-7.6604,-6.4279,0.0000,-0.5236,-0.5236,0.0000,0.0000,0.1745,0.1745,0.0862,0.2113,210.9967,186.2470,187.7891,189.3956,196.6666,221.7391,221.7391,221.7392
0.2100,-0.8777,0.1749,0.4461,0.1681,-0.7595,0.6284,0.4487,0.6265,0.6373,-0.4174,0.0211,-0.8448,206.4076,-137.0282,-377.0624,-165.3819,-55.6912,9.6826,24.7829,61.6309,-1.1400,-3.1284,-20.1009,172.2109,-111.9976,-2.2049,-204.5554,27.5019,1.2250,56.3976,0.0801,0.0907,37474.7024,-61900.5022,154238.8069,-7.6604,-6.4279,0.0000,0.1745,0.1745,0.0000,0.0000,-0.5002,-0.5002,0.0353,-0.3480,196.0894,198.0317,200.1853,202.5311,221.7397,221.7391,221.7392,221.7402
0.2200,-0.8790,0.1814,0.4410,0.1589,-0.7605,0.6296,0.4495,0.6235,0.6396,-0.3421,-0.0667,-0.8156,60.4559,-137.5840,-376.9658,-165.1320,-55.4588,9.5297,25.2665,61.6187,-0.1515,-2.8281,22.1571,-24.2482,50.7544,-1.4948,53.9175,27.3054,1.2250,56.3713,0.0915,0.0897,31398.2374,-62256.5617,149817.8337,-7.6604,-6.4279,0.0000,-0.5236,-0.5236,0.0000,0.0000,0.1745,0.1745,0.1261,0.0391,206.8610,185.0703,187.5972,190.2777,199.7830,221.7391,221.7392,221.7401
0.2300,-0.8799,0.1888,0.4360,0.1496,-0.7608,0.6315,0.4509,0.6209,0.6412,-0.3002,-0.1311,-1.0290,158.9679,-138.1388,-376.8662,-164.8817,-55.5742,10.7550,24.4838,61.6063,-1.0382,-2.6826,-13.6732,129.2751,-91.4975,-3.4543,-158.1798,15.4280,1.2250,56.4839,0.1011,0.1228,24699.8672,-56971.2799,151507.1193,-7.6604,-6.4279,0.0000,-0.2562,-0.2562,0.0000,0.0000,0.0562,0.0562,0.0090,-0.2655,198.3365,191.7205,194.6186,197.7846,213.9074,221.7391,221.7392,221.7391
0.2400,-0.8806,0.1969,0.4309,0.1402,-0.7605,0.6340,0.4526,0.6188,0.6421,-0.1615,-0.1635,-0.8470,97.1541,-138.6938,-376.7610,-164.6345,-55.4036,10.1764,25.0274,61.5794,0.3608,-2.7075,16.4680,-72.3833,62.6767,-1.7460,97.0948,2.9073,1.2250,56.4046,0.1077,0.1162,16713.0018,-61330.2836,156949.5617,-7.6604,-6.4279,0.0000,-0.5236,-0.5236,0.0000,0.0000,0.1745,0.1745,0.1908,-0.0624,202.5795,186.5220,189.1055,191.8620,205.4620,221.7391,221.7392,221.7405
0.2500,-0.8810,0.2043,0.4268,0.1324,-0.7595,0.6369,0.4542,0.6176,0.6421,-0.0656,-0.1809,-0.8709,78.1203,-139.2480,-376.6577,-164.3853,-55.4832,10.8108,24.5499,61.5655,0.0786,-2.7638,-5.6097,62.6768,-46.2918,-2.0096,-77.8287,6.4372,1.2250,56.4525,0.1135,0.1368,6951.6907,-59138.3047,166100.3419,-7.6604,-6.4279,0.0000,-0.5236,-0.5236,0.0000,0.0000,0.1745,0.1745,0.0385,0.0087,205.9497,183.4184,186.2021,189.1593,199.1001,221.7391,221.7392,221.7407
0.2600,-0.8811,0.2109,0.4233,0.1260,-0.7580,0.6399,0.4558,0.6172,0.6413,0.0699,-0.1809,-0.5648,115.1278,-139.8019,-376.5538,-164.1362,-55.3147,9.9416,25.2950,61.5419,1.6797,-2.8577,13.8130,-88.4490,72.3905,-0.1782,115.1124,-1.8716,1.2250,56.3802,0.1168,0.1217,-4725.5040,-66076.6521,175157.9923,-7.6604,-6.4279,0.0000,-0.5236,-0.5236,0.0000,0.0000,0.1745,0.1745,0.1952,0.1996,207.5092,182.2463,184.0939,186.0139,196.5516,221.7410,221.7391,221.7395
0.2700,-0.8810,0.2159,0.4211,0.1219,-0.7562,0.6428,0.4572,0.6177,0.6399,0.1378,-0.1577,-0.5271,52.3273,-140.3555,-376.4534,-163.8843,-55.4315,10.4062,24.8423,61.5399,1.3401,-3.0200,-9.5309,34.6507,-38.0346,-0.1391,-51.8163,-7.2936,1.2250,56.4145,0.1184,0.1369,-18198.8748,-66286.8788,184560.5490,-7.6604,-6.4279,0.0000,-0.2137,-0.2137,0.0000,0.0000,0.0137,0.0137,0.1264,0.1665,205.3299,185.6958,187.3347,189.0401,202.2362,221.7401,221.7391,221.7394
0.2800,-0.8808,0.2195,0.4195,0.1195,-0.7543,0.6455,0.4582,0.6187,0.6382,0.2151,-0.1135,-0.2202,108.5609,-140.9094,-376.3539,-163.6328,-55.3564,9.4756,25.4837,61.5290,2.6897,-3.2384,5.7346,-89.9619,60.4933,0.5783,107.5965,-14.4267,1.2250,56.3670,0.1167,0.1192,-31951.5026,-74181.6026,189747.8613,-7.6604,-6.4279,0.0000,-0.5236,-0.5236,0.0000,0.0000,0.1745,0.1745,0.2131,0.3840,210.4049,182.0733,182.7983,183.5346,193.3908,221.7400,221.7391,221.7391
0.2900,-0.8806,0.2215,0.4189,0.1188,-0.7526,0.6477,0.4587,0.6201,0.6364,0.2123,-0.0632,-0.2139,50.0240,-141.4636,-376.2582,-163.3795,-55.5142,9.9188,24.9600,61.5386,2.1101,-3.4291,-11.5198,29.4842,-38.7346,0.4524,-48.6461,-11.6511,1.2250,56.3932,0.1153,0.1320,-44587.0909,-73141.2807,190662.9666,-7.6604,-6.4279,0.0000,-0.1291,-0.1291,0.0000,0.0000,-0.0709,-0.0709,0.1572,0.3205,207.1313,187.0923,187.7437,188.4090,202.0691,221.7397,221.7391,221.7391
0.3000,-0.8806,0.2225,0.4184,0.1189,-0.7510,0.6495,0.4588,0.6217,0.6348,0.2207,-0.0091,0.0022,74.6579,-142.0186,-376.1628,-163.1275,-55.4806,9.1798,25.4303,61.5379,3.0297,-3.6015,1.3008,-64.3290,37.8666,0.3835,73.0603,-15.3571,1.2250,56.3655,0.1123,0.1165,-53514.9810,-77625.4024,184968.7744,-7.6604,-6.4279,0.0000,-0.3173,-0.3173,0.0000,0.0000,0.1173,0.1173,0.2362,0.3840,209.8197,185.8043,185.7975,185.7907,198.1073,221.7391,221.7391,221.7391
0.3100,-0.8807,0.2226,0.4181,0.1195,-0.7497,0.6509,0.4584,0.6231,0.6337,0.1556,0.0392,-0.1019,72.0048,-142.5742,-376.0688,-162.8758,-55.6675,9.8471,24.7136,61.5511,2.0510,-3.7213,-13.4621,47.0735,-52.7973,0.2597,-71.2647,-10.2940,1.2250,56.3942,0.1108,0.1332,-58487.7448,-72177.7534,176484.7452,-7.6604,-6.4279,0.0000,-0.1979,-0.1979,0.0000,0.0000,-0.0021,-0.0021,0.1082,0.3701,209.0066,187.9951,188.2999,188.6074,201.0624,221.7398,221.7391,221.7391
0.3200,-0.8810,0.2226,0.4174,0.1196,-0.7488,0.6519,0.4577,0.6243,0.6331,0.1088,0.0790,-0.0092,36.5961,-143.1308,-375.9728,-162.6272,-55.6594,9.4032,24.9717,61.5541,2.5782,-3.7974,-0.8626,-32.7944,16.2192,0.2291,35.0267,-10.5995,1.2250,56.3748,0.1091,0.1236,-59121.1394,-72718.5392,166210.6937,-7.6604,-6.4279,0.0000,-0.0424,-0.0424,0.0000,0.0000,-0.1576,-0.1576,0.2441,0.3390,206.3810,191.0004,191.0266,191.0528,207.0049,221.7405,221.7409,221.7413
0.3300,-0.8815,0.2227,0.4163,0.1191,-0.7482,0.6527,0.4568,0.6249,0.6331,0.0163,0.1013,-0.2113,87.2657,-143.6882,-375.8753,-162.3808,-55.8386,10.2981,24.1375,61.5653,1.3966,-3.7933,-11.2109,64.2413,-57.9885,0.0540,-87.2494,-1.6859,1.2250,56.4226,0.1102,0.1452,-57333.5718,-65053.0328,158865.1955,-7.6604,-6.4279,0.0000,-0.2908,-0.2908,0.0000,0.0000,0.0908,0.0908,0.0473,0.3288,209.9916,187.9041,188.5329,189.1730,199.7464,221.7393,221.7391,221.7391
0.3400,-0.8823,0.2236,0.4143,0.1173,-0.7479,0.6534,0.4559,0.6251,0.6336,-0.0395,0.1088,-0.1994,11.4751,-144.2464,-375.7737,-162.1384,-55.8163,10.0916,24.2994,61.5675,1.7821,-3.7445,0.6000,-9.2564,6.7554,0.1999,11.4070,-1.2321,1.2250,56.4122,0.1119,0.1411,-53472.6212,-65288.1674,154178.2076,-7.6604,-6.4279,0.0000,-0.1311,-0.1311,0.0000,0.0000,-0.0689,-0.0689,0.1721,0.3375,209.5493,187.5920,188.1880,188.7941,199.9658,221.7394,221.7391,221.7391
0.3500,-0.8831,0.2252,0.4117,0.1143,-0.7477,0.6541,0.4551,0.6247,0.6346,-0.1168,0.0987,-0.4383,86.9384,-144.8052,-375.6686,-161.8988,-55.9566,11.1095,23.4615,61.5740,0.6464,-3.6380,-6.3778,69.0684,-52.4135,-0.3911,-86.6567,6.9831,1.2250,56.4847,0.1165,0.1660,-48778.4879,-59005.3900,154585.9964,-7.6604,-6.4279,0.0000,-0.3542,-0.3542,0.0000,0.0000,0.1542,0.1542,0.0246,0.2095,209.1374,187.4795,188.7872,190.1429,200.0278,221.7391,221.7391,221.7392
0.3600,-0.8840,0.2278,0.4083,0.1099,-0.7476,0.6551,0.4545,0.6239,0.6358,-0.1379,0.0781,-0.4336,12.2760,-145.3645,-375.5585,-161.6630,-55.9012,10.9800,23.6473,61.5712,1.1399,-3.5199,4.0103,-4.4059,10.7335,-0.1664,10.7652,5.8978,1.2250,56.4748,0.1213,0.1645,-42675.4369,-61608.6945,157919.2858,-7.6604,-6.4279,0.0000,-0.2114,-0.2114,0.0000,0.0000,0.0114,0.0114,0.1543,0.2366,209.1592,185.9801,187.3048,188.6756,198.5583,221.7391,221.7391,221.7392
0.3700,-0.8848,0.2313,0.4045,0.1045,-0.7474,0.6561,0.4541,0.6228,0.6371,-0.1752,0.0465,-0.6341,67.1359,-145.9238,-375.4446,-161.4295,-55.9854,11.9440,22.9231,61.5712,0.2619,-3.3781,-0.5980,56.5308,-36.2097,-1.0387,-66.0703,11.8686,1.2250,56.5535,0.1284,0.1891,-35465.1533,-58241.7089,165461.1619,-7.6604,-6.4279,0.0000,-0.4258,-0.4258,0.0000,0.0000,0.1745,0.1745,0.0398,0.1385,208.9486,185.0857,187.0471,189.1049,197.7281,221.7391,221.7391,221.7396
0.3800,-0.8856,0.2356,0.4004,0.0985,-0.7470,0.6575,0.4540,0.6217,0.6383,-0.1487,0.0127,-0.5735,28.6003,-146.4832,-375.3266,-161.1985,-55.8968,11.7319,23.2227,61.5610,0.9994,-3.2597,7.0553,-15.2082,23.1713,-0.5544,27.2904,8.5385,1.2250,56.5315,0.1345,0.1867,-26369.7818,-63744.1595,174029.8503,-7.6604,-6.4279,0.0000,-0.2377,-0.2377,0.0000,0.0000,0.0377,0.0377,0.1891,0.1334,206.8563,185.7452,187.5077,189.3497,200.6920,221.7391,221.7391,221.7395
0.3900,-0.8861,0.2403,0.3963,0.0923,-0.7464,0.6590,0.4542,0.6205,0.6393,-0.1417,-0.0227,-0.6956,38.6403,-147.0423,-375.2059,-160.9685,-55.9386,12.5290,22.6522,61.5559,0.4139,-3.1498,2.8747,34.3391,-17.4824,-1.2232,-36.8881,11.4386,1.2250,56.5974,0.1421,0.2081,-15687.6130,-62891.4355,184073.7560,-7.6604,-6.4279,0.0000,-0.3899,-0.3899,0.0000,0.0000,0.1745,0.1745,0.1014,0.1078,207.8783,183.6385,185.8458,188.1656,197.4503,221.7391,221.7392,221.7399
0.4000,-0.8865,0.2452,0.3924,0.0863,-0.7456,0.6608,0.4546,0.6196,0.6399,-0.0827,-0.0515,-0.5619,47.4266,-147.6012,-375.0827,-160.7396,-55.8441,12.1657,23.0671,61.5410,1.3536,-3.0889,7.3374,-31.2026,34.9548,-0.4385,46.9950,6.3683,1.2250,56.5640,0.1474,0.2027,-3559.8182,-69961.7547,191471.5415,-7.6604,-6.4279,0.0000,-0.2220,-0.2220,0.0000,0.0000,0.0220,0.0220,0.2428,0.0551,203.1793,187.6233,189.3120,191.0784,206.2598,221.7405,221.7391,221.7395
0.4100,-0.8867,0.2499,0.3890,0.0808,-0.7446,0.6626,0.4552,0.6189,0.6401,-0.0537,-0.0750,-0.6137,14.5855,-148.1598,-374.9585,-160.5108,-55.8760,12.7861,22.6098,61.5355,0.9451,-3.0499,2.9071,13.6854,-4.1226,-0.7614,-12.6873,7.1547,1.2250,56.6138,0.1535,0.2201,8758.9689,-69389.9246,196488.4560,-7.6604,-6.4279,0.0000,-0.3323,-0.3323,0.0000,0.0000,0.1323,0.1323,0.1686,0.0980,205.6549,184.5948,186.5261,188.5460,200.8118,221.7402,221.7392,221.7397
0.4200,-0.8867,0.2542,0.3861,0.0761,-0.7435,0.6644,0.4560,0.6186,0.6399,0.0097,-0.0863,-0.4351,57.3690,-148.7181,-374.8334,-160.2821,-55.8052,12.3091,23.0713,61.5214,1.9307,-3.0671,4.9395,-41.8682,38.9083,-0.0039,57.3554,1.2520,1.2250,56.5798,0.1566,0.2119,19835.6913,-75225.8772,195831.7616,-7.6604,-6.4279,0.0000,-0.3417,-0.3417,0.0000,0.0000,0.1417,0.1417,0.2465,0.1322,203.9627,186.4886,187.8258,189.2089,204.5681,221.7393,221.7391,221.7393
0.4300,-0.8867,0.2581,0.3837,0.0723,-0.7422,0.6662,0.4567,0.6185,0.6394,0.0324,-0.0899,-0.4603,2.9676,-149.2764,-374.7081,-160.0532,-55.8538,12.8309,22.6340,61.5196,1.5194,-3.1007,0.6048,2.7448,-0.9524,-0.1934,-2.6280,1.3648,1.2250,56.6198,0.1604,0.2268,28279.3751,-72205.6663,191917.6376,-7.6604,-6.4279,0.0000,-0.2938,-0.2938,0.0000,0.0000,0.0938,0.0938,0.2085,0.1173,203.9088,186.4469,187.8630,189.3303,204.5476,221.7393,221.7391,221.7394
